Salt,Temperature_C,Molality_molkg,m_free_K,m_free_Cl,m_free_Na,m_free_Mg,m_free_SO4,m_pair_KSO4,m_pair_NaSO4,m_pair_MgSO4,I_eff,I_formal
MgCl2,35.0,0.01137,1.0000000056661678e-16,0.022740000128848657,1.0000000056661678e-16,0.011369777480153847,1.0000000056661702e-16,1.0000000056661678e-16,1.0000000056661678e-16,1.0000000056661678e-16,0.03410986953227557,0.03411
MgCl2,45.0,0.01137,1.0000000083305119e-16,0.022740000189435842,1.0000000083305119e-16,0.011369659026845932,1.0000000083305119e-16,1.0000000083305119e-16,1.0000000083305119e-16,1.0000000083305125e-16,0.03410978054361298,0.03411
MgCl2,70.0,0.01137,1.0000000197441489e-16,0.022740000448981945,1.0000000197441489e-16,0.01136911279663118,1.0000000197441489e-16,1.0000000197441489e-16,1.0000000197441489e-16,1.0000000197441492e-16,0.034109321740755184,0.03411
MgCl2,90.0,0.01137,1.0000000361687575e-16,0.022740000822477548,1.0000000361687575e-16,0.011368274576434393,1.0000000361687575e-16,1.0000000361687575e-16,1.0000000361687575e-16,1.0000000361687582e-16,0.034108557155006027,0.03411
MgCl2,5.0,0.09942,1.0000000032284279e-16,0.1988400006419406,1.0000000032284279e-16,0.09941984040433788,1.0000000032284279e-16,1.0000000032284279e-16,1.0000000032284279e-16,1.0000000032284305e-16,0.2982598603274671,0.29825999999999997
MgCl2,10.0,0.09942,1.0000000041459965e-16,0.1988400008243899,1.0000000041459965e-16,0.09941979407081707,1.0000000041459965e-16,1.0000000041459965e-16,1.0000000041459965e-16,1.0000000041459974e-16,0.29825981868240686,0.29825999999999997
MgCl2,25.0,0.09942,1.0000000083288276e-16,0.19884000165610402,1.0000000083288276e-16,0.09941957980714333,1.0000000083288276e-16,1.0000000083288276e-16,1.0000000083288276e-16,1.0000000083288279e-16,0.2982596227440411,0.29825999999999997
MgCl2,35.0,0.09942,1.0000000127475677e-16,0.19884000253472636,1.0000000127475677e-16,0.09941934997895081,1.0000000127475677e-16,1.0000000127475677e-16,1.0000000127475677e-16,1.0000000127475702e-16,0.29825940879452,0.29825999999999997
MgCl2,45.0,0.09942,1.0000000189747251e-16,0.19884000377293432,1.0000000189747251e-16,0.09941902241804469,1.0000000189747251e-16,1.0000000189747251e-16,1.0000000189747251e-16,1.000000018974726e-16,0.2982590999377626,0.29825999999999997
MgCl2,70.0,0.09942,1.0000000461684721e-16,0.19884000918013897,1.0000000461684721e-16,0.09941756722815887,1.0000000461684721e-16,1.0000000461684721e-16,1.0000000461684721e-16,1.000000046168473e-16,0.2982577016836076,0.29825999999999997
MgCl2,90.0,0.09942,1.0000000857975382e-16,0.19884001705998247,1.0000000857975382e-16,0.09941541543104335,1.0000000857975382e-16,1.0000000857975382e-16,1.0000000857975382e-16,1.0000000857975405e-16,0.29825560168882403,0.29825999999999997
MgCl2,5.0,0.3609,1.0000000061751955e-16,0.7218000044572561,1.0000000061751955e-16,0.36089967176362636,1.0000000061751955e-16,1.0000000061751955e-16,1.0000000061751955e-16,1.000000006175198e-16,1.082699688517621,1.0827
MgCl2,10.0,0.3609,1.0000000079381245e-16,0.7218000057297382,1.0000000079381245e-16,0.36089957742081097,1.0000000079381245e-16,1.0000000079381245e-16,1.0000000079381245e-16,1.0000000079381268e-16,1.0826995983217487,1.0827
MgCl2,25.0,0.3609,1.0000000159969199e-16,0.7218000115465768,1.0000000159969199e-16,0.36089914418503966,1.0000000159969199e-16,1.0000000159969199e-16,1.0000000159969199e-16,1.0000000159969205e-16,1.082699182071875,1.0827
MgCl2,35.0,0.3609,1.0000000245318187e-16,0.7218000177070667,1.0000000245318187e-16,0.3608986831257378,1.0000000245318187e-16,1.0000000245318187e-16,1.0000000245318187e-16,1.0000000245318198e-16,1.0826987367734433,1.0827
MgCl2,45.0,0.3609,1.0000000365762352e-16,0.7218000264007266,1.0000000365762352e-16,0.36089803015200284,1.0000000365762352e-16,1.0000000365762352e-16,1.0000000365762352e-16,1.0000000365762356e-16,1.0826981037128085,1.0827
MgCl2,70.0,0.3609,1.0000000892011505e-16,0.7218000643853905,1.0000000892011505e-16,0.36089516161183366,1.0000000892011505e-16,1.0000000892011505e-16,1.0000000892011505e-16,1.0000000892011514e-16,1.082695306634752,1.0827
MgCl2,90.0,0.3609,1.000000165720418e-16,0.7218001196169977,1.000000165720418e-16,0.3608909711437493,1.000000165720418e-16,1.000000165720418e-16,1.000000165720418e-16,1.0000001657204203e-16,1.0826912006094322,1.0827
Na2SO4,5.0,0.0001,1.0000000007951405e-16,1.0000000007951405e-16,0.0001999190667948889,1.0000000007951405e-16,9.991880127645747e-05,1.0000000007951405e-16,8.09333642392039e-08,1.0000000007951405e-16,0.00029988173788184845,0.00030000000000000003
Na2SO4,10.0,0.0001,1.0000000009993377e-16,1.0000000009993377e-16,0.000199916169243629,1.0000000009993377e-16,9.991580401585333e-05,1.0000000009993377e-16,8.383095633856254e-08,1.0000000009993377e-16,0.0002998870775895428,0.00030000000000000003
Na2SO4,25.0,0.0001,1.0000000018567413e-16,1.0000000018567413e-16,0.00019990752635452215,1.0000000018567413e-16,9.990660898863895e-05,1.0000000018567413e-16,9.247401692612649e-08,1.0000000018567413e-16,0.00029991627884843773,0.00030000000000000003
Na2SO4,35.0,0.0001,1.0000000026727113e-16,1.0000000026727113e-16,0.00019990182486595332,1.0000000026727113e-16,9.990017459980914e-05,1.0000000026727113e-16,9.817566868894828e-08,1.0000000026727113e-16,0.0002999487015526016,0.00030000000000000003
Na2SO4,45.0,0.0001,1.0000000037193189e-16,1.0000000037193189e-16,0.0001998961873631951,1.0000000037193189e-16,9.989327547334063e-05,1.0000000037193189e-16,1.0381338076864699e-07,1.0000000037193189e-16,0.0002999929966386373,0.00030000000000000003
Na2SO4,70.0,0.0001,1.0000000075000281e-16,1.0000000075000281e-16,0.00019988244817940165,1.0000000075000281e-16,9.987128677126508e-05,1.0000000075000281e-16,1.1755332070397388e-07,1.0000000075000281e-16,0.00030015887248771854,0.00030000000000000003
Na2SO4,90.0,0.0001,1.0000000118394051e-16,1.0000000118394051e-16,0.00019987190469154974,1.0000000118394051e-16,9.984145876772796e-05,1.0000000118394051e-16,1.2809767643125915e-07,1.0000000118394051e-16,0.0003003400793128739,0.00030000000000000003
Na2SO4,5.0,0.001,1.0000000008436978e-16,1.0000000008436978e-16,0.0019931154707973292,1.0000000008436978e-16,0.000993113161294444,1.0000000008436978e-16,6.884530890167265e-06,1.0000000008436978e-16,0.0029862731539125748,0.003
Na2SO4,10.0,0.001,1.0000000010627814e-16,1.0000000010627814e-16,0.001992878822853067,1.0000000010627814e-16,0.0009928756555568085,1.0000000010627814e-16,7.121179272595774e-06,1.0000000010627814e-16,0.002985810303148118,0.003
Na2SO4,25.0,0.001,1.000000001992455e-16,1.000000001992455e-16,0.001992180013440078,1.000000001992455e-16,0.0009921721474246636,1.000000001992455e-16,7.819990544932054e-06,1.000000001992455e-16,0.00298445489047424,0.003
Na2SO4,35.0,0.001,1.0000000028919705e-16,1.0000000028919705e-16,0.0019917253525954374,1.0000000028919705e-16,0.0009917113429055862,1.0000000028919705e-16,8.27465318860361e-06,1.0000000028919705e-16,0.002983583211036647,0.003
Na2SO4,45.0,0.001,1.0000000040679453e-16,1.0000000040679453e-16,0.0019912812556053413,1.0000000040679453e-16,0.0009912568438476615,1.0000000040679453e-16,8.718752530649391e-06,1.0000000040679453e-16,0.002982739488012578,0.003
Na2SO4,70.0,0.001,1.0000000085583582e-16,1.0000000085583582e-16,0.001990224840556612,1.0000000085583582e-16,0.000990135597486223,1.0000000085583582e-16,9.775176560204405e-06,1.0000000085583582e-16,0.002980746245617694,0.003
Na2SO4,90.0,0.001,1.0000000143112101e-16,1.0000000143112101e-16,0.001989443382864186,1.0000000143112101e-16,0.0009892145877552826,1.0000000143112101e-16,1.0556645758333796e-05,1.0000000143112101e-16,0.002979223550951158,0.003
Na2SO4,5.0,0.01,1.0000000010448689e-16,1.0000000010448689e-16,0.019557475392944102,1.0000000010448689e-16,0.009557460402591391,1.0000000010448689e-16,0.0004425246279533793,1.0000000010448689e-16,0.029114978812348855,0.03
Na2SO4,10.0,0.01,1.0000000013290958e-16,1.0000000013290958e-16,0.0195441344909291,1.0000000013290958e-16,0.009544114176480165,1.0000000013290958e-16,0.00045586553565291917,1.0000000013290958e-16,0.02908830213933122,0.03
Na2SO4,25.0,0.01,1.000000002584962e-16,1.000000002584962e-16,0.019505875498050513,1.000000002584962e-16,0.009505827194174974,1.000000002584962e-16,0.0004941245536488277,1.000000002584962e-16,0.02901179789565967,0.03
Na2SO4,35.0,0.01,1.0000000038716498e-16,1.0000000038716498e-16,0.019481966057098826,1.0000000038716498e-16,0.009481883076821187,1.0000000038716498e-16,0.0005180340203342683,1.0000000038716498e-16,0.028963981092982285,0.03
Na2SO4,45.0,0.01,1.000000005653702e-16,1.000000005653702e-16,0.019459432043764116,1.000000005653702e-16,0.009459293437138637,1.000000005653702e-16,0.0005405680693100261,1.000000005653702e-16,0.028918900746421748,0.03
Na2SO4,70.0,0.01,1.0000000134087391e-16,1.0000000134087391e-16,0.019409538889631338,1.0000000134087391e-16,0.009409095059274609,1.0000000134087391e-16,0.0005904613785435463,1.0000000134087391e-16,0.028818934521017706,0.03
Na2SO4,90.0,0.01,1.0000000251833163e-16,1.0000000251833163e-16,0.019376658944066892,1.0000000251833163e-16,0.009375656569935253,1.0000000251833163e-16,0.0006233415595995408,1.0000000251833163e-16,0.028752711222322456,0.03
Na2SO4,5.0,0.1001,1.0000000016773934e-16,1.0000000016773934e-16,0.1821765912653483,1.0000000016773934e-16,0.08207653438396309,1.0000000016773934e-16,0.01802340907046595,1.0000000016773934e-16,0.264253162041586,0.3003
Na2SO4,10.0,0.1001,1.0000000021640127e-16,1.0000000021640127e-16,0.1817835274154185,1.0000000021640127e-16,0.08168345174869904,1.0000000021640127e-16,0.01841647301781693,1.0000000021640127e-16,0.26346702383016724,0.3003
Na2SO4,25.0,0.1001,1.0000000044149175e-16,1.0000000044149175e-16,0.1807223880731045,1.0000000044149175e-16,0.0806222187728024,1.0000000044149175e-16,0.019477612810762095,1.0000000044149175e-16,0.261344683042891,0.3003
Na2SO4,35.0,0.1001,1.0000000068488409e-16,1.0000000068488409e-16,0.180113427179413,1.0000000068488409e-16,0.08001314872436599,1.0000000068488409e-16,0.020086574191725035,1.0000000068488409e-16,0.26012667828754654,0.3003
Na2SO4,45.0,0.1001,1.0000000103706014e-16,1.0000000103706014e-16,0.17958270498052756,1.0000000103706014e-16,0.07948226005221236,1.0000000103706014e-16,0.020617297095666964,1.0000000103706014e-16,0.2590650967753681,0.3003
Na2SO4,70.0,0.1001,1.0000000268255798e-16,1.0000000268255798e-16,0.17859236738594417,1.0000000268255798e-16,0.07849108572666842,1.0000000268255798e-16,0.02160763798453701,1.0000000268255798e-16,0.2570836631250157,0.3003
Na2SO4,90.0,0.1001,1.0000000532934221e-16,1.0000000532934221e-16,0.17813741383501383,1.0000000532934221e-16,0.07803471527150034,1.0000000532934221e-16,0.022062596834329342,1.0000000532934221e-16,0.2561723939939033,0.3003
Na2SO4,5.0,0.1989,1.0000000019609854e-16,1.0000000019609854e-16,0.3475001314813307,1.0000000019609854e-16,0.14860005663023845,1.0000000019609854e-16,0.05029986929874947,1.0000000019609854e-16,0.4961002224973984,0.5967
Na2SO4,10.0,0.1989,1.0000000025360866e-16,1.0000000025360866e-16,0.34656058660243866,1.0000000025360866e-16,0.14766048744617624,1.0000000025360866e-16,0.05123941440641669,1.0000000025360866e-16,0.49422111616535874,0.5967
Na2SO4,25.0,0.1989,1.0000000052143251e-16,1.0000000052143251e-16,0.3440814450470649,1.0000000052143251e-16,0.14518122598146802,1.0000000052143251e-16,0.05371855702719371,1.0000000052143251e-16,0.4892627424275273,0.5967
Na2SO4,35.0,0.1989,1.0000000081308098e-16,1.0000000081308098e-16,0.34270513255460533,1.0000000081308098e-16,0.14380477518811074,1.0000000081308098e-16,0.05509487067983099,1.0000000081308098e-16,0.48651000330393224,0.5967
Na2SO4,45.0,0.1989,1.0000000123718201e-16,1.0000000123718201e-16,0.34154331374540275,1.0000000123718201e-16,0.14264274711288435,1.0000000123718201e-16,0.05625669117610735,1.0000000123718201e-16,0.48418618339944586,0.5967
Na2SO4,70.0,0.1989,1.000000032318891e-16,1.000000032318891e-16,0.3395396146352455,1.000000032318891e-16,0.14063800857972555,1.000000032318891e-16,0.0582603982212094,1.000000032318891e-16,0.4801778174870476,0.5967
Na2SO4,90.0,0.1989,1.0000000645320482e-16,1.0000000645320482e-16,0.3388206172251096,1.0000000645320482e-16,0.1399172673054058,1.0000000645320482e-16,0.058979408445739345,1.0000000645320482e-16,0.4787381293760937,0.5967
Na2SO4,5.0,0.4999,1.0000000022912318e-16,1.0000000022912318e-16,0.8084060018389567,1.0000000022912318e-16,0.3085059066925816,1.0000000022912318e-16,0.191394000451817,1.0000000022912318e-16,1.1169119417081677,1.4997
Na2SO4,10.0,0.4999,1.0000000029670041e-16,1.0000000029670041e-16,0.8057079461068789,1.0000000029670041e-16,0.3058078205408999,1.0000000029670041e-16,0.1940920568595318,1.0000000029670041e-16,1.1115158072521731,1.4997
Na2SO4,25.0,0.4999,1.0000000061243364e-16,1.0000000061243364e-16,0.7988099190082769,1.0000000061243364e-16,0.29890964470641784,1.0000000061243364e-16,0.20099008711483496,1.0000000061243364e-16,1.097719632413139,1.4997
Na2SO4,35.0,0.4999,1.0000000095729056e-16,1.0000000095729056e-16,0.7951545130214209,1.0000000095729056e-16,0.29525406875172977,1.0000000095729056e-16,0.2046454965495703,1.0000000095729056e-16,1.090408673644724,1.4997
Na2SO4,45.0,0.4999,1.0000000145961782e-16,1.0000000145961782e-16,0.7922085456316896,1.0000000145961782e-16,0.2923078459383311,1.0000000145961782e-16,0.2075914689615695,1.0000000145961782e-16,1.084516509351926,1.4997
Na2SO4,70.0,0.4999,1.0000000382454754e-16,1.0000000382454754e-16,0.7877384155845591,1.0000000382454754e-16,0.28783646079499564,1.0000000382454754e-16,0.2120616226532674,1.0000000382454754e-16,1.0755750635705486,1.4997
Na2SO4,90.0,0.4999,1.0000000763724636e-16,1.0000000763724636e-16,0.7869386380810196,1.0000000763724636e-16,0.2870345979283767,1.0000000763724636e-16,0.2128614382761697,1.0000000763724636e-16,1.073973473181871,1.4997
K2SO4,5.0,0.000102,0.00020390705871595256,1.0000000007953314e-16,1.0000000007953314e-16,1.0000000007953314e-16,0.00010190678807849548,9.294144639507082e-08,1.0000000007953314e-16,1.0000000007953314e-16,0.0003058577220780052,0.000306
K2SO4,10.0,0.000102,0.00020389751368242304,1.0000000009995836e-16,1.0000000009995836e-16,1.0000000009995836e-16,0.0001018971414403008,1.0248652159203797e-07,1.0000000009995836e-16,1.0000000009995836e-16,0.0003058497660897462,0.000306
K2SO4,25.0,0.000102,0.0002038653147446832,1.000000001857243e-16,1.000000001857243e-16,1.000000001857243e-16,0.00010186438000272948,1.3468563429434873e-07,1.000000001857243e-16,1.000000001857243e-16,0.0003058318487053605,0.000306
K2SO4,35.0,0.000102,0.00020384083205203296,1.0000000026734916e-16,1.0000000026734916e-16,1.0000000026734916e-16,0.00010183915087971733,1.5916849345931307e-07,1.0000000026734916e-16,1.0000000026734916e-16,0.00030582669742452724,0.000306
K2SO4,45.0,0.000102,0.00020381391726221617,1.0000000037205105e-16,1.0000000037205105e-16,1.0000000037205105e-16,0.00010181095155215297,1.8608349686796015e-07,1.0000000037205105e-16,1.0000000037205105e-16,0.00030582841493347556,0.000306
K2SO4,70.0,0.000102,0.00020373608394501654,1.0000000075032851e-16,1.0000000075032851e-16,1.0000000075032851e-16,0.00010172472479137934,2.6391758575363907e-07,1.0000000075032851e-16,1.0000000075032851e-16,0.00030586592931555615,0.000306
K2SO4,90.0,0.000102,0.00020366334182169874,1.0000000118464797e-16,1.0000000118464797e-16,1.0000000118464797e-16,0.00010163238071833917,3.3666059508310223e-07,1.0000000118464797e-16,1.0000000118464797e-16,0.0003059223159148356,0.000306
K2SO4,5.0,0.00105,0.002091678695365557,1.0000000008456457e-16,1.0000000008456457e-16,1.0000000008456457e-16,0.0010416762844481266,8.321306410399373e-06,1.0000000008456457e-16,1.0000000008456457e-16,0.003133399508390353,0.00315
K2SO4,10.0,0.00105,0.002090843555628595,1.000000001065319e-16,1.000000001065319e-16,1.000000001065319e-16,0.001040840251362391,9.156446608674798e-06,1.000000001065319e-16,1.000000001065319e-16,0.00313173963566292,0.00315
K2SO4,25.0,0.00105,0.0020880520817252285,1.0000000019978038e-16,1.0000000019978038e-16,1.0000000019978038e-16,0.0010380438940847572,1.1947922470259807e-05,1.0000000019978038e-16,1.0000000019978038e-16,0.003126198680801368,0.00315
K2SO4,35.0,0.00105,0.0020859556142101923,1.0000000029004722e-16,1.0000000029004722e-16,1.0000000029004722e-16,0.0010359410579429543,1.4044391880899052e-05,1.0000000029004722e-16,1.0000000029004722e-16,0.0031220431131573764,0.00315
K2SO4,45.0,0.00105,0.0020836762406802765,1.0000000040811472e-16,1.0000000040811472e-16,1.0000000040811472e-16,0.0010336509281662271,1.632376789023247e-05,1.0000000040811472e-16,1.0000000040811472e-16,0.0031175283896574227,0.00315
K2SO4,70.0,0.00105,0.0020772295892697184,1.000000008594496e-16,1.000000008594496e-16,1.000000008594496e-16,0.0010271376146710372,2.277042877882288e-05,1.000000008594496e-16,1.000000008594496e-16,0.0031047522863285135,0.00315
K2SO4,90.0,0.00105,0.0020713926199174867,1.0000000143842601e-16,1.0000000143842601e-16,1.0000000143842601e-16,0.0010211581608962899,2.8607410289559504e-05,1.0000000143842601e-16,1.0000000143842601e-16,0.0030931147527708596,0.00315
K2SO4,5.0,0.01061,0.020686932294290736,1.0000000010536705e-16,1.0000000010536705e-16,1.0000000010536705e-16,0.010076916718210151,0.0005330677280682526,1.0000000010536705e-16,1.0000000010536705e-16,0.030763891932873273,0.03183
K2SO4,10.0,0.01061,0.020638067134869806,1.0000000013400358e-16,1.0000000013400358e-16,1.0000000013400358e-16,0.010028046090852146,0.0005819328935658538,1.0000000013400358e-16,1.0000000013400358e-16,0.0306661665762423,0.03183
K2SO4,25.0,0.01061,0.020480151566583882,1.000000002603645e-16,1.000000002603645e-16,1.000000002603645e-16,0.009870102029229338,0.0007398484886655652,1.000000002603645e-16,1.000000002603645e-16,0.030350348604564967,0.03183
K2SO4,35.0,0.01061,0.020366717164651937,1.0000000038951238e-16,1.0000000038951238e-16,1.0000000038951238e-16,0.009756632681519769,0.0008532829180026917,1.0000000038951238e-16,1.0000000038951238e-16,0.030123481607957973,0.03183
K2SO4,45.0,0.01061,0.020248065036970617,1.0000000056783829e-16,1.0000000056783829e-16,1.0000000056783829e-16,0.009637924971561384,0.0009719350835247694,1.0000000056783829e-16,1.0000000056783829e-16,0.029886165188919973,0.03183
K2SO4,70.0,0.01061,0.01993641748415318,1.0000000133709559e-16,1.0000000133709559e-16,1.0000000133709559e-16,0.009325977156657263,0.0012835827995786061,1.0000000133709559e-16,1.0000000133709559e-16,0.029262696626357037,0.03183
K2SO4,90.0,0.01061,0.019681339230681612,1.0000000248874518e-16,1.0000000248874518e-16,1.0000000248874518e-16,0.009070357963543826,0.0015386612974302163,1.0000000248874518e-16,1.0000000248874518e-16,0.028752097599438798,0.03183
K2SO4,5.0,0.1048,0.18973681519904312,1.000000001692557e-16,1.000000001692557e-16,1.000000001692557e-16,0.08493675736118456,0.019863185155716938,1.000000001692557e-16,1.000000001692557e-16,0.2746736088471838,0.3144
K2SO4,10.0,0.1048,0.18830549207704306,1.0000000021762484e-16,1.0000000021762484e-16,1.0000000021762484e-16,0.08350541568765839,0.021294508379098732,1.0000000021762484e-16,1.0000000021762484e-16,0.27181095239869574,0.3144
K2SO4,25.0,0.1048,0.1840060651467982,1.0000000043862742e-16,1.0000000043862742e-16,1.0000000043862742e-16,0.07920589799681653,0.025593935772564996,1.0000000043862742e-16,1.0000000043862742e-16,0.26321203991879194,0.3144
K2SO4,35.0,0.1048,0.18119034925994806,1.000000006738006e-16,1.000000006738006e-16,1.000000006738006e-16,0.07639007843756035,0.028409652152338136,1.000000006738006e-16,1.000000006738006e-16,0.25758053158247435,0.3144
K2SO4,45.0,0.1048,0.178457911047169,1.0000000100905392e-16,1.0000000100905392e-16,1.0000000100905392e-16,0.07365748466409251,0.031142091067808162,1.0000000100905392e-16,1.0000000100905392e-16,0.25211553047332896,0.3144
K2SO4,70.0,0.1048,0.17216019980936167,1.0000000252847413e-16,1.0000000252847413e-16,1.0000000252847413e-16,0.06735901372586314,0.037439805490320215,1.0000000252847413e-16,1.0000000252847413e-16,0.23951943356189132,0.3144
K2SO4,90.0,0.1048,0.16780025464986686,1.0000000488733947e-16,1.0000000488733947e-16,1.0000000488733947e-16,0.06299782011272367,0.04179975559399678,1.0000000488733947e-16,1.0000000488733947e-16,0.2307983581246055,0.3144
K2SO4,5.0,0.2029,0.3543344213884223,1.0000000019705718e-16,1.0000000019705718e-16,1.0000000019705718e-16,0.15143434593166136,0.051465579411235904,1.0000000019705718e-16,1.0000000019705718e-16,0.5057688016421471,0.6087
K2SO4,10.0,0.2029,0.35100623390159874,1.0000000025365507e-16,1.0000000025365507e-16,1.0000000025365507e-16,0.14810613476481616,0.054793767127733574,1.0000000025365507e-16,1.0000000025365507e-16,0.49911241083863506,0.6087
K2SO4,25.0,0.2029,0.3412720703174383,1.000000005130616e-16,1.000000005130616e-16,1.000000005130616e-16,0.13837185681351366,0.06452793176456581,1.000000005130616e-16,1.000000005130616e-16,0.4796439994491213,0.6087
K2SO4,35.0,0.2029,0.33510174544907445,1.000000007899463e-16,1.000000007899463e-16,1.000000007899463e-16,0.13220140306367706,0.0706982577565277,1.000000007899463e-16,1.000000007899463e-16,0.46730324619945945,0.6087
K2SO4,45.0,0.2029,0.32926241504632153,1.0000000118541593e-16,1.0000000118541593e-16,1.0000000118541593e-16,0.12636188122254102,0.07653758976409643,1.0000000118541593e-16,1.0000000118541593e-16,0.45562442282983,0.6087
K2SO4,70.0,0.2029,0.3163459258090165,1.0000000298093261e-16,1.0000000298093261e-16,1.0000000298093261e-16,0.1134444716573202,0.08945408628760813,1.0000000298093261e-16,1.0000000298093261e-16,0.4297906039658675,0.6087
K2SO4,90.0,0.2029,0.3078516198737481,1.0000000576809755e-16,1.0000000576809755e-16,1.0000000576809755e-16,0.10494867303709986,0.09794840353319195,1.0000000576809755e-16,1.0000000576809755e-16,0.41280055943040406,0.6087
K2SO4,5.0,0.4783,0.7885335676316396,1.0000000023035557e-16,1.0000000023035557e-16,1.0000000023035557e-16,0.3102334716047824,0.1680664345719418,1.0000000023035557e-16,1.0000000023035557e-16,1.098767072173019,1.4349
K2SO4,10.0,0.4783,0.7793735881088256,1.0000000029661707e-16,1.0000000029661707e-16,1.0000000029661707e-16,0.30107346251404793,0.17722641472861353,1.0000000029661707e-16,1.0000000029661707e-16,1.0804470910877357,1.4349
K2SO4,25.0,0.4783,0.7535360683493199,1.0000000060056515e-16,1.0000000060056515e-16,1.0000000060056515e-16,0.2752358015224428,0.20306393739568665,1.0000000060056515e-16,1.0000000060056515e-16,1.0287719392683923,1.4349
K2SO4,35.0,0.4783,0.7378574633573122,1.000000009251505e-16,1.000000009251505e-16,1.000000009251505e-16,0.25955703921192697,0.21874254549267771,1.000000009251505e-16,1.000000009251505e-16,0.9974145963648934,1.4349
K2SO4,45.0,0.4783,0.7234975691642207,1.0000000138870625e-16,1.0000000138870625e-16,1.0000000138870625e-16,0.245196913358186,0.23310244412014333,1.0000000138870625e-16,1.0000000138870625e-16,0.9686946041768556,1.4349
K2SO4,70.0,0.4783,0.6933456983746591,1.0000000349033588e-16,1.0000000349033588e-16,1.0000000349033588e-16,0.215043943856592,0.2632543350138941,1.0000000349033588e-16,1.0000000349033588e-16,0.9083898417608651,1.4349
K2SO4,90.0,0.4783,0.6747619677703391,1.0000000674308088e-16,1.0000000674308088e-16,1.0000000674308088e-16,0.19645845189197594,0.28183809673397275,1.0000000674308088e-16,1.0000000674308088e-16,0.8712206788652023,1.4349
